tree_id,accession_number,common_name,scientific_name,additional_taxonomy,dbh,quantity,latitude,longitude,source,community_tag,memorial,age_class,condition_class,date_planted,date_inventoried,tree_asset_value
196,196-2022 U,Ash-White,Fraxinus americana,,17,,41.832969989,-87.626730857,Unknown,,,Semi- mature,Poor,,,1905.67
197,197-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.833016798,-87.62669747,Unknown,,,Semi- mature,Good,,,984.7
198,198-2022 U,Ash-White,Fraxinus americana,,21,,41.833050224,-87.626727597,Unknown,,,Semi- mature,Fair,,,6785.23
199,199-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.83311297,-87.62672872,Unknown,,,Semi- mature,Good,,,2154.04
200,200-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.833155603,-87.626697485,Unknown,,,Semi- mature,Fair,,,1246.27
201,201-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,32,,41.832814633,-87.62684025,Unknown,,,Mature,Fair,,,15436.18
202,202-2022 U,Downy Hawthorn,Crataegus mollis,,12,,41.832790467,-87.626883467,Unknown,,,Semi- mature,Good,,,3101.82
203,203-2022 U,Serviceberry,Amelanchier sp.,,4,,41.832795667,-87.626919483,Unknown,,,Semi- mature,Fair,,,246.18
204,204-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,32,,41.8328093,-87.6270193,Unknown,,,Mature,Good,,,21610.65
205,205-2022 U,Elm,Ulmus sp.,,7,,41.832824517,-87.627089217,Unknown,,,Semi- mature,Good,,,1055.48
206,206-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.832790283,-87.62713825,Unknown,,,Semi- mature,Good,,,11394.87
207,207-2022 U,Hawthorn,Crataegus sp.,,"7,7,6",,41.832819752,-87.627184416,Unknown,,,Semi- mature,Fair,,,2061.72
208,208-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,32,,41.832787017,-87.627470117,Unknown,,,Mature,Fair,,,15436.18
209,209-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.832806717,-87.627532017,Unknown,,,Mature,Fair,,,9616.25
210,210-2022 U,Downy Hawthorn,Crataegus mollis,,"12,12",,41.832826202,-87.627660739,Unknown,,,Mature,Fair,,,4431.17
211,211-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,31,,41.833096667,-87.627737217,Unknown,,,Mature,Fair,,,14491.55
212,212-2022 U,Elm,Ulmus sp.,,11,,41.833002033,-87.627574783,Unknown,,,Semi- mature,Good,,,1861.71
214,214-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.832977328,-87.62749193,Unknown,,,Semi- mature,Good,,,6225.18
215,215-2022 U,Hawthorn,Crataegus sp.,,5,,41.832985901,-87.627397092,Unknown,,,Semi- mature,Good,,,384.65
216,216-2022 U,Hawthorn,Crataegus sp.,,7,,41.83300555,-87.62713535,Unknown,,,Semi- mature,Good,,,753.91
217,217-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,7,,41.832934017,-87.627055567,Unknown,,,Semi- mature,Good,,,1055.48
218,218-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,30,,41.833001867,-87.6270094,Unknown,,,Mature,Fair,,,9891.0
219,219-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,5,,41.832991117,-87.6269282,Unknown,,,Young,Good,,,538.51
220,220-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7,,41.832926417,-87.626898067,Unknown,,,Semi- mature,Good,,,1055.48
221,221-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.832970133,-87.626866517,Unknown,,,Mature,Fair,,,9616.25
222,222-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,3,,41.8329384,-87.626796167,Unknown,,,Young,Fair,,,138.47
223,223-2022 U,Hawthorn,Crataegus sp.,,4,,41.833066033,-87.62679345,Unknown,,,Young,Good,,,246.18
224,224-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.8331371,-87.626814283,Unknown,,,Semi- mature,Fair,,,890.19
225,225-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,6,,41.8332096,-87.626774667,Unknown,,,Young,Good,,,775.45
226,226-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.83330475,-87.626801283,Unknown,,,Semi- mature,Good,,,1861.71
227,227-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.833373617,-87.626799383,Unknown,,,Semi- mature,Good,,,1538.6
228,228-2022 U,Hawthorn,Crataegus sp.,,"5,4,3",,41.833396092,-87.626897389,Unknown,,,Semi- mature,Good,,,1077.02
229,229-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.833529217,-87.626864433,Unknown,,,Semi- mature,Good,,,4221.92
230,230-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.8335315,-87.626891267,Unknown,,,Semi- mature,Good,,,4846.59
231,231-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.833594717,-87.6269754,Unknown,,,Semi- mature,Good,,,3101.82
232,232-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.8335997,-87.626858367,Unknown,,,Semi- mature,Good,,,3101.82
233,233-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.833636467,-87.626869783,Unknown,,,Semi- mature,Good,,,4221.92
234,234-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.83371085,-87.626831433,Unknown,,,Semi- mature,Good,,,4221.92
235,235-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.833731517,-87.626863,Unknown,,,Semi- mature,Good,,,4221.92
236,236-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.8337847,-87.626838767,Unknown,,,Semi- mature,Good,,,4846.59
237,237-2022 U,Catalpa-Northern,Catalpa speciosa,,10,,41.833814017,-87.62683365,Unknown,,,Semi- mature,Good,,,2154.04
238,238-2022 U,Hackberry,Celtis occidentalis,,16,,41.8338598,-87.626871033,Unknown,,,Semi- mature,Good,,,5514.34
239,239-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.833888067,-87.626845933,Unknown,,,Semi- mature,Good,,,2606.39
240,240-2022 U,Hackberry,Celtis occidentalis,,14,,41.833921367,-87.62689835,Unknown,,,Semi- mature,Good,,,4221.92
241,241-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.833957233,-87.62692665,Unknown,,,Semi- mature,Good,,,4846.59
242,242-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.834021633,-87.62691725,Unknown,,,Semi- mature,Good,,,3101.82
243,243-2022 U,Hawthorn,Crataegus sp.,,6,,41.83411125,-87.62685652,Unknown,,,Semi- mature,Good,,,775.45
244,244-2022 U,Hawthorn,Crataegus sp.,,5,,41.83412863,-87.62687837,Unknown,,,Semi- mature,Good,,,538.51
245,245-2022 U,Hawthorn,Crataegus sp.,,5,,41.83414388,-87.62685372,Unknown,,,Semi- mature,Good,,,538.51
246,246-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.83417325,-87.62686685,Unknown,,,Semi- mature,Fair,,,3938.82
247,247-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83419617,-87.62680935,Unknown,,,Semi- mature,Fair,,,3461.85
248,248-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2",,41.83421805,-87.62682647,Unknown,,,Semi- mature,Good,,,473.89
249,249-2022 U,Serviceberry,Amelanchier sp.,,"4,4,3",,41.8342456,-87.62685425,Unknown,,,Semi- mature,Good,,,883.16
250,250-2022 U,Poplar-Eastern,Populus deltoides,,42,,41.83433977,-87.62685062,Unknown,,,Mature,Fair,,,24160.14
251,251-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,27,,41.833190593,-87.626729102,Unknown,,,Mature,Fair,,,8011.71
252,252-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,19,,41.833319287,-87.626744152,Unknown,,,Mature,Good,,,5554.35
253,253-2022 U,Honeylocust-Common,Gleditsia triacanthos,,26,,41.833376861,-87.626756432,Unknown,,,Mature,Good,,,14561.31
254,254-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7,,41.833511098,-87.62673964,Unknown,,,Semi- mature,Fair,,,753.91
255,255-2022 U,Honeylocust-Common,Gleditsia triacanthos,,27,,41.83359645,-87.626757145,Unknown,,,Mature,Good,,,15702.95
256,256-2022 U,Honeylocust-Common,Gleditsia triacanthos,,28,,41.833662044,-87.626754846,Unknown,,,Mature,Good,,,16887.67
257,257-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.833788008,-87.626746648,Unknown,,,Semi- mature,Good,,,2606.39
258,258-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.833836074,-87.626713841,Unknown,,,Semi- mature,Fair,,,984.7
259,259-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.833857575,-87.626759302,Unknown,,,Semi- mature,Good,,,2606.39
260,260-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.833890471,-87.626723344,Unknown,,,Semi- mature,Good,,,2154.04
261,261-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.833915403,-87.626764606,Unknown,,,Semi- mature,Fair,,,890.19
262,262-2022 U,Ash-White,Fraxinus americana,,31,,41.833978465,-87.626763991,Unknown,,,Mature,Good,,,14491.55
263,263-2022 U,Redbud-Eastern,Cercis canadensis,,"7,4",,41.83432843,-87.62691908,Unknown,,,Semi- mature,Good,,,1400.13
264,264-2022 U,Redbud-Eastern,Cercis canadensis,,"5,6,4",,41.83433102,-87.62699258,Unknown,,,Semi- mature,Good,,,1658.61
265,265-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.83432592,-87.62704902,Unknown,,,Semi- mature,Fair,,,4985.06
266,266-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,28,,41.8343667,-87.62693072,Unknown,,,Mature,Good,,,16887.67
267,267-2022 U,Redbud-Eastern,Cercis canadensis,,"7,6",,41.83440312,-87.62687685,Unknown,,,Semi- mature,Good,,,1830.93
268,268-2022 U,Redbud-Eastern,Cercis canadensis,,"7,5",,41.83442663,-87.62689192,Unknown,,,Semi- mature,Good,,,1593.99
269,269-2022 U,Hawthorn,Crataegus sp.,,5,,41.8344619,-87.62690147,Unknown,,,Semi- mature,Good,,,538.51
270,270-2022 U,Hawthorn,Crataegus sp.,,6,,41.83446665,-87.62687367,Unknown,,,Semi- mature,Good,,,775.45
271,271-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,19,,41.83453925,-87.6268941,Unknown,,,Semi- mature,Fair,,,5554.35
272,272-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,21,,41.8345604,-87.6269642,Unknown,,,Semi- mature,Good,,,9499.32
273,273-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,21,,41.83455835,-87.62709347,Unknown,,,Semi- mature,Fair,,,6785.23
274,274-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.83440018,-87.6272663,Unknown,,,Semi- mature,Good,,,5514.34
275,275-2022 U,Redbud-Eastern,Cercis canadensis,,"7,7,6,6",,41.83430885,-87.6272916,Unknown,,,Mature,Good,,,3661.87
276,276-2022 U,Redbud-Eastern,Cercis canadensis,,"10,6,5",,41.834315398,-87.627352849,Unknown,,,Mature,Good,,,3468.0
277,277-2022 U,Redbud-Eastern,Cercis canadensis,,"6,6,5",,41.83424212,-87.62733347,Unknown,,,Semi- mature,Good,,,2089.42
278,278-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.834256,-87.62735968,Unknown,,,Semi- mature,Good,,,4846.59
279,279-2022 U,Redbud-Eastern,Cercis canadensis,,"5,4,3",,41.83422802,-87.62731143,Unknown,,,Semi- mature,Good,,,1077.02
280,280-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.83415255,-87.62733798,Unknown,,,Semi- mature,Fair,,,2215.58
281,281-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.8340807,-87.6272973,Unknown,,,Semi- mature,Fair,,,3938.82
282,282-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83401237,-87.6273011,Unknown,,,Semi- mature,Fair,,,3461.85
283,283-2022 U,Hackberry,Celtis occidentalis,,17,,41.83394735,-87.62729205,Unknown,,,Semi- mature,Good,,,6225.18
284,284-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.83392304,-87.62738158,Unknown,,,Semi- mature,Good,,,6979.09
285,285-2022 U,Catalpa-Northern,Catalpa speciosa,,15,,41.83371708,-87.62730518,Unknown,,,Semi- mature,Fair,,,3461.85
286,286-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83365123,-87.6272629,Unknown,,,Semi- mature,Fair,,,3461.85
287,287-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.83362798,-87.6273251,Unknown,,,Semi- mature,Fair,,,2215.58
288,288-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.83359985,-87.62726285,Unknown,,,Semi- mature,Good,,,5514.34
289,289-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.83357568,-87.62731727,Unknown,,,Semi- mature,Fair,,,984.7
290,290-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.83351463,-87.62732163,Unknown,,,Semi- mature,Good,,,5514.34
291,291-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.83347838,-87.62748452,Unknown,,,Mature,Good,,,13462.75
292,292-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,28,,41.83352965,-87.62764255,Unknown,,,Mature,Fair,,,12062.62
293,293-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,30,,41.83356543,-87.62744178,Unknown,,,Mature,Fair,,,13847.4
294,294-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,34,,41.83380253,-87.62743762,Unknown,,,Mature,Fair,,,17286.02
295,295-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,33,,41.83384943,-87.62775145,Unknown,,,Mature,Fair,,,16367.67
296,296-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,39,,41.834532911,-87.627784359,Unknown,,,Mature,Good,,,21680.83
297,297-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,4,,41.83460773,-87.627703089,Unknown,,,Young,Good,,,344.65
298,298-2022 U,Ash-Green,Fraxinus pennsylvanica,,17,,41.834613587,-87.627608466,Unknown,,,Semi- mature,Good,,,4446.55
299,299-2022 U,Ash-Green,Fraxinus pennsylvanica,,14,,41.83474385,-87.62766338,Unknown,,,Semi- mature,Fair,,,2154.04
300,300-2022 U,Ash-Green,Fraxinus pennsylvanica,,12,,41.83474527,-87.62775732,Unknown,,,Semi- mature,Good,,,2215.58
301,301-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.833204147,-87.628689623,Unknown,,,Semi- mature,Good,,,5514.34
302,302-2022 U,Oak-Bur,Quercus macrocarpa,,9,,41.833257447,-87.628582528,Unknown,,,Semi- mature,Good,,,2243.28
303,303-2022 U,Hawthorn,Crataegus sp.,,8,,41.83318735,-87.628603653,Unknown,,,Semi- mature,Good,,,1378.59
304,304-2022 U,Hawthorn,Crataegus sp.,,8,,41.833152363,-87.628627509,Unknown,,,Semi- mature,Good,,,1378.59
305,305-2022 U,Hawthorn,Crataegus sp.,,8,,41.833108996,-87.628649033,Unknown,,,Semi- mature,Good,,,1378.59
306,306-2022 U,Hawthorn,Crataegus sp.,,6,,41.833127144,-87.628677964,Unknown,,,Semi- mature,Good,,,775.45
307,307-2022 U,Catalpa-Northern,Catalpa speciosa,,20,,41.833053121,-87.628696494,Unknown,,,Semi- mature,Good,,,8616.16
308,308-2022 U,Catalpa-Northern,Catalpa speciosa,,19,,41.833016642,-87.62863358,Unknown,,,Semi- mature,Good,,,7776.08
309,309-2022 U,Catalpa-Northern,Catalpa speciosa,,17,,41.832936461,-87.628665844,Unknown,,,Semi- mature,Good,,,6225.18
310,310-2022 U,Elm-American,Ulmus americana,,14,,41.832669147,-87.629132921,Unknown,,,Semi- mature,Good,,,1809.39
311,311-2022 U,Elm-American,Ulmus americana,,15,,41.832668222,-87.629224738,Unknown,,,Semi- mature,Good,,,2077.11
312,312-2022 U,Elm-American,Ulmus americana,,16,,41.832728063,-87.629268928,Unknown,,,Semi- mature,Good,,,2363.29
313,313-2022 U,Elm-American,Ulmus americana,,11,,41.832737744,-87.629185243,Unknown,,,Semi- mature,Good,,,1117.02
314,314-2022 U,Elm-American,Ulmus americana,,13,,41.832760431,-87.629139765,Unknown,,,Semi- mature,Good,,,1560.14
315,315-2022 U,Oak-Bur,Quercus macrocarpa,,9,,41.833098815,-87.628904234,Unknown,,,Semi- mature,Good,,,1602.34
316,316-2022 U,Hawthorn,Crataegus sp.,,"12,10",,41.833114388,-87.629036884,Unknown,,,Semi- mature,Good,,,5255.86
317,317-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.833203403,-87.628997137,Unknown,,,Semi- mature,Good,,,6225.18
318,318-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.833211108,-87.629084875,Unknown,,,Semi- mature,Good,,,4846.59
319,319-2022 U,Oak-Swamp White,Quercus bicolor,,2,,41.833317351,-87.629010314,Unknown,,,Young,Good,,,86.16
320,320-2022 U,Oak-Swamp White,Quercus bicolor,,2,,41.833336089,-87.629011955,Unknown,,,Young,Good,,,86.16
321,321-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.833411461,-87.6289177,Unknown,,,Semi- mature,Fair,,,6154.4
322,322-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,27,,41.83342442,-87.629060339,Unknown,,,Mature,Good,,,15702.95
323,323-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.83348491,-87.629048654,Unknown,,,Mature,Good,,,14561.31
324,324-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.833511116,-87.629037116,Unknown,,,Semi- mature,Good,,,4846.59
325,325-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.833527024,-87.628953356,Unknown,,,Semi- mature,Good,,,1538.6
326,326-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,21,,41.833632115,-87.62903299,Unknown,,,Semi- mature,Good,,,9499.32
327,327-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.83370288,-87.629093168,Unknown,,,Mature,Fair,,,10400.94
328,328-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.833727584,-87.629025457,Unknown,,,Semi- mature,Fair,,,9616.25
329,329-2022 U,Serviceberry,Amelanchier sp.,,"4,2,2,2",,41.833721795,-87.629098402,Unknown,,,Semi- mature,Fair,,,430.81
331,331-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.833678634,-87.628929704,Unknown,,,Semi- mature,Good,,,2600.23
332,332-2022 U,Walnut-Black,Juglans nigra,,17,,41.833803065,-87.628935411,Unknown,,,Semi- mature,Good,,,6225.18
334,334-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,"11,10,7",,41.833886267,-87.628936126,Unknown,,,Semi- mature,Good,,,4154.22
335,335-2022 U,Redbud-Eastern,Cercis canadensis,,10,,41.833953347,-87.62896316,Unknown,,,Semi- mature,Good,,,1538.6
336,336-2022 U,Ginkgo,Ginkgo biloba,,"10,5",,41.834126888,-87.629060988,Unknown,,,Semi- mature,Good,,,2884.88
337,337-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.834236665,-87.628977252,Unknown,,,Semi- mature,Good,,,3461.85
338,338-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83437531,-87.62897493,Unknown,,,Semi- mature,Good,,,3461.85
339,339-2022 U,Redbud-Eastern,Cercis canadensis,,"9,7",,41.834465199,-87.62895099,Unknown,,,Semi- mature,Good,,,2800.25
340,340-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.834510265,-87.628946784,Unknown,,,Semi- mature,Good,,,4221.92
341,341-2022 U,Serviceberry,Amelanchier sp.,,5,,41.834536914,-87.629059794,Unknown,,,Semi- mature,Good,,,538.51
342,342-2022 U,Ginkgo,Ginkgo biloba,,"8,7,7",,41.834550942,-87.629141077,Unknown,,,Semi- mature,Good,,,2670.57
343,343-2022 U,Serviceberry,Amelanchier sp.,,4,,41.834463573,-87.629118188,Unknown,,,Semi- mature,Good,,,344.65
344,344-2022 U,Hornbeam-American,Carpinus caroliniana,,8,,41.834426668,-87.629098381,Unknown,,,Semi- mature,Good,,,1378.59
345,345-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.834434432,-87.629131068,Unknown,,,Semi- mature,Good,,,1874.01
346,346-2022 U,Ginkgo,Ginkgo biloba,,"10,10,6",,41.834422115,-87.629086446,Unknown,,,Semi- mature,Good,,,5446.64
347,347-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,"10,10,10",,41.834395257,-87.629091891,Unknown,,,Semi- mature,Good,,,6462.12
348,348-2022 U,Ginkgo,Ginkgo biloba,,15,,41.834350614,-87.629013942,Unknown,,Mamie Philips,Semi- mature,Good,,,5192.77
349,349-2022 U,Ginkgo,Ginkgo biloba,,7,,41.834363393,-87.629034408,Unknown,,,Semi- mature,Fair,,,576.98
350,350-2022 U,Ginkgo,Ginkgo biloba,,16,,41.834256491,-87.629021744,Unknown,,Melvin T. Tracht,Semi- mature,Good,,,5908.22
351,351-2022 U,Ginkgo,Ginkgo biloba,,15,,41.834278064,-87.629019804,Unknown,,Maristell Dixon,Semi- mature,Good,,,5192.77
352,352-2022 U,Hornbeam-American,Carpinus caroliniana,,7,,41.83422343,-87.629121323,Unknown,,,Semi- mature,Good,,,1055.48
353,353-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2,2",,41.834195519,-87.629030921,Unknown,,,Semi- mature,Good,,,560.05
354,354-2022 U,Redbud-Eastern,Cercis canadensis,,7,,41.834156633,-87.629036282,Unknown,,,Semi- mature,Fair,,,753.91
355,355-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,"10,9,9",,41.834160681,-87.629146482,Unknown,,,Semi- mature,Good,,,4031.13
356,356-2022 U,Hornbeam-American,Carpinus caroliniana,,5,,41.83405513,-87.629058899,Unknown,,,Semi- mature,Good,,,538.51
357,357-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,"11,11,8",,41.834010583,-87.62912896,Unknown,,,Semi- mature,Fair,,,3362.94
358,358-2022 U,Hornbeam-American,Carpinus caroliniana,,5,,41.833962715,-87.629109251,Unknown,,,Semi- mature,Good,,,538.51
359,359-2022 U,Hornbeam-American,Carpinus caroliniana,,8,,41.83396578,-87.629054578,Unknown,,,Semi- mature,Good,,,1378.59
